cricheroes_match_id,innings_number,cricheroes_team_id,bowling_order,cricheroes_player_id,name,overs,maidens,runs,wickets,dots,fours_conceded,sixes_conceded,wides,noballs,economy_rate
10869184,1,3881115,1,8450899,Sandeep,1,0,1,0,5,0,0,0,0,1.00
10869184,1,3881115,2,10052159,Praveena  (c),1,0,2,0,5,0,0,1,0,2.00
10869184,1,3881115,3,4416809,BHARATH G S AGASTHYA,2,0,11,1,6,0,1,0,0,5.50
10869184,1,3881115,4,10052031,Yashu,1,0,16,0,3,1,2,0,0,16.00
10869184,1,3881115,5,8444682,Pavan Gautham,1,0,3,0,4,0,0,1,0,3.00
10869184,1,3881115,6,8670699,Ajith P,1,0,8,0,3,0,1,0,0,8.00
10869184,2,6767132,1,29631917,Hrishikesha,1,0,2,0,5,0,0,0,1,2.00
10869184,2,6767132,2,4048300,Vadiraj,1,0,2,0,4,0,0,0,0,2.00
10869184,2,6767132,3,10339400,Aprameya Guruprasad,2,0,24,1,7,0,3,4,0,12.00
10869184,2,6767132,4,8445343,Anantha Madhava,1,0,10,1,3,0,1,2,0,10.00
10869184,2,6767132,5,4143096,Aniruddha Dv,1,0,2,1,4,0,0,0,0,2.00
10869184,2,6767132,6,4048334,Ravi Aniruddha  (c),0.5,0,2,1,3,0,0,0,0,2.40
10869193,1,1597084,1,3542117,Amith P,1,0,5,0,3,0,0,1,0,5.00
10869193,1,1597084,2,19048034,Balaji,1,0,3,1,4,0,0,0,1,3.00
10869193,1,1597084,3,10031492,Mady,2,0,27,0,2,0,3,2,0,13.50
10869193,1,1597084,4,8129644,Pavan Kashyap  (c),1,0,14,0,2,2,0,4,0,14.00
10869193,1,1597084,5,8814171,Pavan Raghavendra,1,0,22,0,1,2,2,0,0,22.00
10869193,2,6767130,1,8578931,Srihari,1,0,8,0,3,0,1,0,0,8.00
10869193,2,6767130,2,29631844,Sridhar Dixit,1,0,10,0,2,0,1,0,1,10.00
10869193,2,6767130,3,809163,Pranav PK,2,1,6,0,10,1,0,1,0,3.00
10869193,2,6767130,4,7662592,Vittala,1,0,13,0,4,0,2,1,0,13.00
10869193,2,6767130,5,8452770,Ashrith Kashyap,1,0,10,0,2,0,1,1,0,10.00
12170931,1,1597084,1,3542117,Amith P,1,0,4,0,2,0,0,0,0,4.00
12170931,1,1597084,2,19048034,Balaji,1,0,3,0,3,0,0,0,0,3.00
12170931,1,1597084,3,10046726,Shrivatsa Hatwar,1,0,15,0,2,0,2,1,0,15.00
12170931,1,1597084,4,10031492,Mady,2,0,12,2,8,2,0,1,1,6.00
12170931,1,1597084,5,8129644,Pavan Kashyap  (c),1,0,4,0,4,0,0,2,0,4.00
12170931,1,1597084,6,8814171,Pavan Raghavendra,1,0,7,0,4,0,1,0,0,7.00
12170931,2,3881115,1,8450899,Sandeep,1,0,3,1,4,0,0,1,0,3.00
12170931,2,3881115,2,10052159,Praveena  (c),1,0,2,0,5,0,0,1,0,2.00
12170931,2,3881115,3,4416809,BHARATH G S AGASTHYA,1,0,22,0,3,2,2,1,1,22.00
12170931,2,3881115,4,8670699,Ajith P,1,0,12,1,3,1,1,0,1,12.00
12170931,2,3881115,5,8444682,Pavan Gautham,1,0,4,0,4,0,0,2,0,4.00
12170931,2,3881115,6,10052031,Yashu,0.5,0,3,1,4,0,0,2,0,3.60
12172071,1,6767130,1,8578931,Srihari,1,0,1,0,5,0,0,0,0,1.00
12172071,1,6767130,2,29631844,Sridhar Dixit,1,0,11,0,2,0,1,1,1,11.00
12172071,1,6767130,3,809163,Pranav PK,2,0,11,0,8,0,1,2,0,5.50
12172071,1,6767130,4,7662592,Vittala,1,0,6,1,3,1,0,0,0,6.00
12172071,1,6767130,5,8452770,Ashrith Kashyap,1,0,13,0,2,0,1,4,0,13.00
12172071,1,6767130,6,10047098,Aditya Hatwar,1,0,6,1,1,0,0,0,1,6.00
12172071,2,6767128,1,10075428,Prabhav  Krishna,1,0,3,0,4,0,0,1,0,3.00
12172071,2,6767128,2,8556544,Sudhindhra,1,0,10,0,2,0,1,0,1,10.00
12172071,2,6767128,3,8445414,Tej,1,0,20,0,1,1,2,2,0,20.00
12172071,2,6767128,4,8846097,Vishnunandan,1.1,0,13,0,4,0,1,4,0,11.14
12172071,2,6767128,5,5922441,Prasanna  (c),0,0,0,0,0,0,0,0,0,0.00
12172071,2,6767128,6,8556484,Srinidhi NS,1,0,3,1,3,0,0,0,0,3.00
12173205,1,6767130,1,8578931,Srihari,1,0,4,0,4,0,0,1,1,4.00
12173205,1,6767130,2,29631844,Sridhar Dixit,1,0,2,0,5,0,0,0,1,2.00
12173205,1,6767130,3,809163,Pranav PK,2,0,8,0,9,0,1,0,0,4.00
12173205,1,6767130,4,7662592,Vittala,1,0,3,0,3,0,0,0,0,3.00
12173205,1,6767130,5,8452770,Ashrith Kashyap,1,0,17,0,3,1,2,1,0,17.00
12173205,1,6767130,6,10047098,Aditya Hatwar,1,0,16,0,2,2,1,0,0,16.00
12173205,2,3881115,1,8450899,Sandeep,1,0,2,0,4,0,0,0,0,2.00
12173205,2,3881115,2,10052159,Praveena  (c),1,0,10,0,2,0,1,1,0,10.00
12173205,2,3881115,3,8444682,Pavan Gautham,1,0,7,0,4,1,0,1,1,7.00
12173205,2,3881115,4,4416809,BHARATH G S AGASTHYA,1.3,0,15,1,5,0,2,1,0,10.00
12173205,2,3881115,5,8670699,Ajith P,1,0,19,0,3,0,3,1,0,19.00
12174087,1,1597084,1,3542117,Amith P,1,0,7,1,4,0,1,0,0,7.00
12174087,1,1597084,2,19048034,Balaji,1,0,8,0,3,1,0,0,1,8.00
12174087,1,1597084,3,10046726,Shrivatsa Hatwar,1,0,13,0,3,0,2,0,0,13.00
12174087,1,1597084,4,10031492,Mady,2,0,16,2,7,1,1,1,1,8.00
12174087,1,1597084,5,8129644,Pavan Kashyap  (c),1,0,13,2,4,1,1,2,0,13.00
12174087,1,1597084,6,8814171,Pavan Raghavendra,1,0,2,0,5,0,0,1,0,2.00
12174087,2,6767130,1,8578931,Srihari,1,0,8,0,3,1,0,1,1,8.00
12174087,2,6767130,2,29631844,Sridhar Dixit,1,0,7,0,1,0,0,2,0,7.00
12174087,2,6767130,3,809163,Pranav PK,2,0,26,0,8,0,4,2,0,13.00
12174087,2,6767130,4,7662592,Vittala,1,0,9,0,4,0,1,1,1,9.00
12174087,2,6767130,5,8452770,Ashrith Kashyap,1,0,3,1,4,0,0,1,0,3.00
12174087,2,6767130,6,10047098,Aditya Hatwar,0.4,0,13,0,1,0,2,0,0,19.50
17092597,1,1597084,1,3542117,Amith P,1,0,10,0,3,0,1,1,0,10.00
17092597,1,1597084,2,19048034,Balaji,1,0,3,0,3,0,0,0,0,3.00
17092597,1,1597084,3,10031492,Mady,1,0,15,0,5,0,2,1,2,15.00
17092597,1,1597084,4,15348376,Pavan DP,1,0,13,1,4,0,2,1,0,13.00
17092597,1,1597084,5,8129644,Pavan Kashyap  (c),2,0,22,1,7,1,2,4,0,11.00
17092597,1,1597084,6,8453971,Srikanth Krishnamurthy,1,0,7,0,4,0,1,0,0,7.00
17092597,2,6733389,1,24597937,Pradhdhyumna Kashyap HP,1,0,17,0,3,0,2,4,0,17.00
17092597,2,6733389,2,8445462,Prasad K S  (c),1,0,11,0,4,1,0,1,3,11.00
17092597,2,6733389,3,8444531,Shreenidhi Prakash,1,0,18,0,1,0,2,1,1,18.00
17092597,2,6733389,4,6508655,Sudharshan,1,0,11,1,4,1,1,1,0,11.00
17092597,2,6733389,5,8469156,Sridhar,1,0,18,0,3,0,3,0,0,18.00
17092604,1,6767130,1,29631844,Sridhar Dixit,1,0,6,0,5,0,1,0,0,6.00
17092604,1,6767130,2,809163,Pranav PK,2,0,14,1,6,0,1,3,0,7.00
17092604,1,6767130,3,8452770,Ashrith Kashyap,1,0,21,0,2,0,3,0,1,21.00
17092604,1,6767130,4,7662592,Vittala,1,0,8,2,4,1,0,1,2,8.00
17092604,1,6767130,5,10047098,Aditya Hatwar,1,0,13,0,2,1,1,0,1,13.00
17092604,2,6767132,1,4048300,Vadiraj,1,0,6,0,3,0,0,3,0,6.00
17092604,2,6767132,2,10339400,Aprameya Guruprasad,2,0,21,0,8,0,3,1,1,10.50
17092604,2,6767132,3,8445343,Anantha Madhava,1,0,20,0,2,0,3,1,0,20.00
17092604,2,6767132,4,4143096,Aniruddha Dv,1,0,13,0,3,0,2,0,0,13.00
17092604,2,6767132,5,4048334,Ravi Aniruddha  (c),0.5,0,7,0,3,0,1,0,0,8.40
17092610,1,3881115,1,8450899,Sandeep,1,0,13,0,2,1,1,1,0,13.00
17092610,1,3881115,2,4416809,BHARATH G S AGASTHYA,2,0,23,1,5,0,3,1,0,11.50
17092610,1,3881115,3,8444682,Pavan Gautham,1,0,10,0,2,1,0,3,0,10.00
17092610,1,3881115,4,8670699,Ajith P,1,0,26,0,1,1,3,2,1,26.00
17092610,1,3881115,5,29632164,Raghunandan,1,0,16,0,1,2,1,0,0,16.00
17092610,2,1597084,1,3542117,Amith P,1,0,1,0,5,0,0,0,0,1.00
17092610,2,1597084,2,10031492,Mady,2,0,4,2,11,0,0,3,0,2.00
17092610,2,1597084,3,15348376,Pavan DP,1,0,3,2,5,0,0,2,0,3.00
17092610,2,1597084,4,19048034,Balaji,0.3,0,2,0,2,0,0,1,0,4.00
17092622,1,6767134,1,10052264,Srikrishna,1,0,1,0,5,0,0,0,0,1.00
17092622,1,6767134,2,8445420,Madhusudhan K S,1,0,2,0,5,0,0,0,1,2.00
17092622,1,6767134,3,8445342,Guruprasad Ramachandrachar  (c),1,0,14,1,4,0,2,1,1,14.00
17092622,1,6767134,4,1224122,Badriprasad,1,0,11,0,4,0,1,3,1,11.00
17092622,1,6767134,5,8445368,Jeethu,2,0,6,1,6,0,0,0,0,3.00
17092622,1,6767134,6,8445499,Paneendra Gautham,1,0,7,0,3,1,0,1,0,7.00
17092622,2,6767132,1,29631917,Hrishikesha,1,0,3,0,3,0,0,0,0,3.00
17092622,2,6767132,2,4048300,Vadiraj,1,0,11,0,3,0,1,0,2,11.00
17092622,2,6767132,3,10339400,Aprameya Guruprasad,1,0,10,0,2,0,1,1,0,10.00
17092622,2,6767132,4,4143096,Aniruddha Dv,1,0,17,0,2,1,2,0,0,17.00
17092622,2,6767132,5,8445343,Anantha Madhava,0.1,0,6,0,0,0,1,0,0,36.00
17092631,1,6733389,1,24597937,Pradhdhyumna Kashyap HP,1,0,8,0,4,0,1,1,0,8.00
17092631,1,6733389,2,8444531,Shreenidhi Prakash,2,0,35,1,5,0,4,8,0,17.50
17092631,1,6733389,3,6508655,Sudharshan,1,0,24,0,2,0,4,0,0,24.00
17092631,1,6733389,4,8469156,Sridhar,1,0,19,0,2,0,3,0,0,19.00
17092631,1,6733389,5,29631807,Krishnamoorthy,1,1,0,0,6,0,0,0,0,0.00
17092631,2,3881115,1,8450899,Sandeep,1,0,15,0,2,0,2,1,0,15.00
17092631,2,3881115,2,8444682,Pavan Gautham,1,0,9,0,3,0,1,1,0,9.00
17092631,2,3881115,3,4416809,BHARATH G S AGASTHYA,2,0,22,0,7,0,3,1,1,11.00
17092631,2,3881115,4,10052031,Yashu,1,0,27,0,1,2,3,1,0,27.00
17092631,2,3881115,5,29632164,Raghunandan,0.5,0,19,0,2,0,3,1,0,22.80
17092642,1,1597084,1,3542117,Amith P,1,0,4,0,4,0,0,1,1,4.00
17092642,1,1597084,2,10031492,Mady,2,0,23,0,5,0,2,1,2,11.50
17092642,1,1597084,3,8129644,Pavan Kashyap  (c),1,0,11,0,2,0,1,2,0,11.00
17092642,1,1597084,4,19048034,Balaji,1,0,18,1,2,0,2,2,2,18.00
17092642,1,1597084,5,15348376,Pavan DP,1,0,6,0,5,0,1,0,0,6.00
17092642,2,6767128,1,10075428,Prabhav  Krishna,1,0,6,0,5,0,1,0,0,6.00
17092642,2,6767128,2,8556484,Srinidhi NS,1,0,5,0,5,1,0,1,0,5.00
17092642,2,6767128,3,8445414,Tej,2,0,23,0,5,0,3,0,0,11.50
17092642,2,6767128,4,8846097,Vishnunandan,1,0,13,1,3,1,1,0,1,13.00
17092642,2,6767128,5,5994303,Srikanth T K,1,0,21,0,0,0,3,0,0,21.00
17092655,1,6767134,1,10052264,Srikrishna,1,0,22,0,3,0,3,4,0,22.00
17092655,1,6767134,2,8445420,Madhusudhan K S,1,0,8,0,3,0,1,0,0,8.00
17092655,1,6767134,3,1224122,Badriprasad,1,0,14,1,3,0,2,1,0,14.00
17092655,1,6767134,4,8445342,Guruprasad Ramachandrachar  (c),1,0,18,0,3,0,3,0,0,18.00
17092655,1,6767134,5,8445368,Jeethu,2,0,26,0,7,1,3,2,1,13.00
17092655,1,6767134,6,8445499,Paneendra Gautham,1,0,8,1,5,0,1,2,0,8.00
17092655,2,6733389,1,24597937,Pradhdhyumna Kashyap HP,1,0,2,0,4,0,0,0,0,2.00
17092655,2,6733389,2,8445462,Prasad K S  (c),1,0,22,0,1,0,3,2,0,22.00
17092655,2,6733389,3,8444531,Shreenidhi Prakash,2,0,17,2,7,0,2,1,1,8.50
17092655,2,6733389,4,6508655,Sudharshan,1,0,19,1,1,1,2,1,0,19.00
17092655,2,6733389,5,8469156,Sridhar,1,0,19,0,2,0,3,0,0,19.00
17092655,2,6733389,6,29631807,Krishnamoorthy,1,0,10,1,2,0,1,0,0,10.00
17092657,1,6767128,1,8556544,Sudhindhra,1,1,0,0,6,0,0,0,0,0.00
17092657,1,6767128,2,5922441,Prasanna  (c),1,0,26,0,1,0,4,1,0,26.00
17092657,1,6767128,3,8445414,Tej,2,0,23,0,2,1,2,0,0,11.50
17092657,1,6767128,4,8556484,Srinidhi NS,1,0,15,0,2,0,2,1,0,15.00
17092657,1,6767128,5,8846097,Vishnunandan,1,0,9,0,4,0,1,1,0,9.00
17092657,2,6767130,1,29631844,Sridhar Dixit,1,0,14,0,2,0,2,0,0,14.00
17092657,2,6767130,2,809163,Pranav PK,2,0,7,1,8,1,0,0,0,3.50
17092657,2,6767130,3,7662592,Vittala,1,0,23,0,0,0,3,2,0,23.00
17092657,2,6767130,4,10047098,Aditya Hatwar,1,0,23,0,2,1,3,1,0,23.00
17092657,2,6767130,5,8444550,Bharadwaj Srivatsa  (c),0.2,0,12,0,0,0,2,0,0,36.00
17151344,1,1597084,1,3542117,Amith P,1,0,5,0,2,0,0,1,0,5.00
17151344,1,1597084,2,19048034,Balaji,1,0,8,0,3,0,1,0,0,8.00
17151344,1,1597084,3,10031492,Mady,1,0,20,0,3,0,3,2,0,20.00
17151344,1,1597084,4,15348376,Pavan DP,1,0,14,0,3,0,2,1,0,14.00
17151344,1,1597084,5,8129644,Pavan Kashyap  (c),2,0,35,1,4,0,5,2,0,17.50
17151344,1,1597084,6,8453971,Srikanth Krishnamurthy,1,0,24,0,0,1,3,0,0,24.00
17151344,2,6767128,1,10075428,Prabhav  Krishna,1,0,19,0,1,1,2,1,0,19.00
17151344,2,6767128,2,8556544,Sudhindhra,1,0,3,0,5,0,0,1,1,3.00
17151344,2,6767128,3,8445414,Tej,2,0,20,0,3,1,1,1,2,10.00
17151344,2,6767128,4,8556484,Srinidhi NS,1,0,11,1,4,1,1,1,0,11.00
17151344,2,6767128,5,8846097,Vishnunandan,1,0,8,1,6,0,1,1,1,8.00
17151344,2,6767128,6,5922441,Prasanna  (c),1,0,18,0,3,1,2,1,1,18.00
17151377,1,6733389,1,24597937,Pradhdhyumna Kashyap HP,1,0,4,0,4,0,0,0,1,4.00
17151377,1,6733389,2,8445462,Prasad K S  (c),1,0,14,0,2,3,0,1,0,14.00
17151377,1,6733389,3,8444531,Shreenidhi Prakash,2,0,21,0,7,1,2,3,0,10.50
17151377,1,6733389,4,29631807,Krishnamoorthy,1,0,1,1,5,0,0,0,0,1.00
17151377,1,6733389,5,6508655,Sudharshan,1,0,20,0,3,0,3,2,0,20.00
17151377,1,6733389,6,8469156,Sridhar,1,0,13,1,3,0,2,0,0,13.00
17151377,2,6767134,1,10052264,Srikrishna,1,0,20,0,3,0,3,1,1,20.00
17151377,2,6767134,2,8445420,Madhusudhan K S,1,0,3,0,4,0,0,1,0,3.00
17151377,2,6767134,3,8445368,Jeethu,1,0,19,0,3,0,3,1,0,19.00
17151377,2,6767134,4,1224122,Badriprasad,1.4,0,20,1,7,1,2,4,0,12.00
17151377,2,6767134,5,8445342,Guruprasad Ramachandrachar  (c),1,0,15,0,3,0,2,1,1,15.00
17153784,1,1597084,1,3542117,Amith P,1,0,9,0,3,0,1,1,0,9.00
17153784,1,1597084,2,19048034,Balaji,1,0,2,0,4,0,0,0,0,2.00
17153784,1,1597084,3,10031492,Mady,2,0,4,2,11,0,0,1,2,2.00
17153784,1,1597084,4,8129644,Pavan Kashyap  (c),1,0,26,1,2,1,3,4,0,26.00
17153784,1,1597084,5,15348376,Pavan DP,1,0,17,0,2,1,2,0,0,17.00
17153784,1,1597084,6,8453971,Srikanth Krishnamurthy,1,0,14,0,4,0,2,2,0,14.00
17153784,2,6733389,1,24597937,Pradhdhyumna Kashyap HP,1,0,9,0,3,0,1,1,0,9.00
17153784,2,6733389,2,8445462,Prasad K S  (c),1,0,8,0,3,0,1,0,0,8.00
17153784,2,6733389,3,8444531,Shreenidhi Prakash,1,0,7,0,1,0,0,1,1,7.00
17153784,2,6733389,4,29631807,Krishnamoorthy,2,0,21,2,7,0,2,3,2,10.50
17153784,2,6733389,5,6508655,Sudharshan,1,0,9,2,3,0,1,1,0,9.00
17153784,2,6733389,6,8469156,Sridhar,0.5,0,20,0,1,0,3,1,0,24.00
17154937,1,1597084,1,3542117,Amith P,1,0,5,0,3,0,0,2,0,5.00
17154937,1,1597084,2,19048034,Balaji,1,0,10,0,4,1,1,0,0,10.00
17154937,1,1597084,3,10031492,Mady,2,0,10,0,7,1,0,1,1,5.00
17154937,1,1597084,4,8129644,Pavan Kashyap  (c),1,0,6,0,3,0,0,3,0,6.00
17154937,1,1597084,5,15348376,Pavan DP,1,0,12,0,2,0,1,0,1,12.00
17154937,1,1597084,6,8453971,Srikanth Krishnamurthy,1,0,7,0,2,0,0,2,1,7.00
17154937,2,6767128,1,10075428,Prabhav  Krishna,1,0,17,0,3,1,2,0,1,17.00
17154937,2,6767128,2,8556544,Sudhindhra,1,0,2,0,6,0,0,2,0,2.00
17154937,2,6767128,3,8445414,Tej,2,0,10,1,8,0,1,1,0,5.00
17154937,2,6767128,4,8556484,Srinidhi NS,1,0,13,0,4,0,2,1,0,13.00
17154937,2,6767128,5,8846097,Vishnunandan,1,0,4,0,3,0,0,1,0,4.00
17154937,2,6767128,6,5994303,Srikanth T K,0.1,0,6,0,0,0,1,0,0,36.00
