cricheroes_match_id,innings_number,cricheroes_batting_team_id,wicket_no,run_at_fall,over_at_fall,cricheroes_dismiss_player_id,dismiss_player_name
10869160,2,6767132,1,2,1,29631917,Hrishikesha
10869160,2,6767132,1,14,2,10339400,Aprameya Guruprasad
10869160,2,6767132,1,14,2,8445343,Anantha Madhava
10869160,2,6767132,1,14,2,4048300,Vadiraj
10869160,2,6767132,1,20,2.4,4048334,Ravi Aniruddha
10869160,2,6767132,2,21,3.3,8445343,Anantha Madhava
10869160,2,6767132,3,32,5.2,4143096,Aniruddha Dv
10869160,2,6767132,4,32,5.4,8444668,Srisha Badarayana H S
10869160,2,6767132,5,64,7,4048300,Vadiraj
10869162,1,1597084,1,7,1,3542117,Amith P
10869162,1,1597084,2,9,2,10046726,Shrivatsa Hatwar
10869162,1,1597084,3,29,3.5,10031492,Mady
10869162,1,1597084,4,30,4.2,8129644,Pavan Kashyap
10869162,1,1597084,5,33,5,14211268,Pramit
10869162,2,6767134,1,2,1,10117071,Anantha
10869162,2,6767134,1,4,2,8445420,Madhusudhan K S
10869162,2,6767134,1,4,2,8445292,Mahesh
10869162,2,6767134,1,4,2.2,8445342,Guruprasad Ramachandrachar
10869162,2,6767134,2,25,4,8445368,Jeethu
10869162,2,6767134,3,35,6,8445499,Paneendra Gautham
10869162,2,6767134,4,36,6.2,8445292,Mahesh
10869170,1,6733389,1,12,1,24597937,Pradhdhyumna Kashyap HP
10869170,1,6733389,1,19,2,8445462,Prasad K S
10869170,1,6733389,1,19,2,6508655,Sudharshan
10869170,1,6733389,2,40,4.3,8444531,Shreenidhi Prakash
10869170,1,6733389,3,41,5.3,29631807,Krishnamoorthy
10869170,2,6767130,1,8,1,8578931,Srihari
10869170,2,6767130,1,23,2,29631844,Sridhar Dixit
10869170,2,6767130,1,23,2,7662592,Vittala
10869170,2,6767130,1,39,3.1,8452770,Ashrith Kashyap
10869170,2,6767130,2,59,4.5,809163,Pranav PK
10869170,2,6767130,3,59,5,10047098,Aditya Hatwar
10869170,2,6767130,4,65,5.3,8444550,Bharadwaj Srivatsa
10869175,1,6767128,1,2,1,10075428,Prabhav  Krishna
10869175,1,6767128,2,3,2,8556544,Sudhindhra
10869175,1,6767128,2,3,2,8846097,Vishnunandan
10869175,1,6767128,3,17,3.1,8445414,Tej
10869175,1,6767128,4,35,5.2,5922441,Prasanna
10869175,1,6767128,5,53,7,5994303,Srikanth T K
10869175,2,6767134,1,1,1,10117071,Anantha
10869175,2,6767134,2,17,2,8445420,Madhusudhan K S
10869175,2,6767134,2,17,2,8445292,Mahesh
10869175,2,6767134,3,28,2.5,8445368,Jeethu
10869175,2,6767134,4,29,4.1,8445499,Paneendra Gautham
10869175,2,6767134,5,43,5.5,1224122,Badriprasad
10869175,2,6767134,6,49,6.2,8445292,Mahesh
10869175,2,6767134,7,49,6.4,8445342,Guruprasad Ramachandrachar
10869184,1,6767132,1,1,1,29631917,Hrishikesha
10869184,1,6767132,2,3,2,4048300,Vadiraj
10869184,1,6767132,2,30,5,10339400,Aprameya Guruprasad
10869184,1,6767132,2,30,5,8445343,Anantha Madhava
10869184,1,6767132,3,33,6,8444668,Srisha Badarayana H S
10869184,2,3881115,1,0,0.1,8670699,Ajith P
10869184,2,3881115,1,2,1,8450899,Sandeep
10869184,2,3881115,2,4,2,10052159,Praveena
10869184,2,3881115,3,15,3.4,8444682,Pavan Gautham
10869184,2,3881115,4,25,4.5,10052031,Yashu
10869184,2,3881115,5,40,6,4416809,BHARATH G S AGASTHYA
10869184,2,3881115,6,41,6.3,8450899,Sandeep
10869193,1,6767130,1,5,1,8578931,Srihari
10869193,1,6767130,1,8,2,29631844,Sridhar Dixit
10869193,1,6767130,1,32,4,10047098,Aditya Hatwar
10869193,1,6767130,2,71,6,8452770,Ashrith Kashyap
10869193,2,1597084,1,8,1,3542117,Amith P
10869193,2,1597084,1,8,1,19048034,Balaji
10869193,2,1597084,1,18,2,10046726,Shrivatsa Hatwar
10869193,2,1597084,1,18,2,3542117,Amith P
10869193,2,1597084,2,37,5,8129644,Pavan Kashyap
10869193,2,1597084,3,46,5.5,10031492,Mady
12170931,1,3881115,1,4,1,8450899,Sandeep
12170931,1,3881115,1,7,2,10052159,Praveena
12170931,1,3881115,1,7,2,8670699,Ajith P
12170931,1,3881115,2,7,2.1,8444682,Pavan Gautham
12170931,1,3881115,3,22,3,10052031,Yashu
12170931,1,3881115,4,23,3.2,4416809,BHARATH G S AGASTHYA
12170931,1,3881115,5,23,3.4,8450899,Sandeep
12170931,2,1597084,1,3,1,3542117,Amith P
12170931,2,1597084,2,5,2,10046726,Shrivatsa Hatwar
12170931,2,1597084,2,5,2,8453971,Srikanth Krishnamurthy
12170931,2,1597084,3,27,3.2,10031492,Mady
12170931,2,1597084,4,45,5.4,8453971,Srikanth Krishnamurthy
12172071,1,6767128,1,1,1,10075428,Prabhav  Krishna
12172071,1,6767128,1,12,2,8556544,Sudhindhra
12172071,1,6767128,1,12,2,8846097,Vishnunandan
12172071,1,6767128,2,26,3.5,8445414,Tej
12172071,1,6767128,3,42,6.1,5994303,Srikanth T K
12172071,2,6767130,1,3,1,8578931,Srihari
12172071,2,6767130,1,13,2,29631844,Sridhar Dixit
12172071,2,6767130,1,13,2,7662592,Vittala
12172071,2,6767130,2,34,3.2,8452770,Ashrith Kashyap
12172071,2,6767130,3,39,4.1,10047098,Aditya Hatwar
12173205,1,3881115,1,2,0.3,8670699,Ajith P
12173205,1,3881115,2,4,1,8450899,Sandeep
12173205,1,3881115,2,6,2,10052159,Praveena
12173205,1,3881115,2,10,4,10052031,Yashu
12173205,2,6767130,1,2,1,8578931,Srihari
12173205,2,6767130,1,12,2,29631844,Sridhar Dixit
12173205,2,6767130,2,28,4,10047098,Aditya Hatwar
12174087,1,6767130,1,7,1,8578931,Srihari
12174087,1,6767130,2,15,2,29631844,Sridhar Dixit
12174087,1,6767130,2,15,2,7662592,Vittala
12174087,1,6767130,3,28,3.1,10047098,Aditya Hatwar
12174087,1,6767130,4,37,4.1,809163,Pranav PK
12174087,1,6767130,5,50,5,8452770,Ashrith Kashyap
12174087,1,6767130,6,50,5.3,8444550,Bharadwaj Srivatsa
12174087,1,6767130,7,60,7,7662592,Vittala
12174087,2,1597084,1,8,1,3542117,Amith P
12174087,2,1597084,1,15,2,8453971,Srikanth Krishnamurthy
12174087,2,1597084,1,15,2,10046726,Shrivatsa Hatwar
12174087,2,1597084,2,50,5.1,8814171,Pavan Raghavendra
16991638,1,6767128,1,3,1,10075428,Prabhav  Krishna
16991638,1,6767128,2,4,2,8846097,Vishnunandan
16991638,1,6767128,2,4,2,8556544,Sudhindhra
16991638,1,6767128,3,4,2.1,8445414,Tej
16991638,1,6767128,4,21,3.4,5922441,Prasanna
16991638,2,6767134,1,3,1,10117071,Anantha
16991638,2,6767134,1,3,1,8445499,Paneendra Gautham
16991638,2,6767134,1,17,2,8445420,Madhusudhan K S
16991638,2,6767134,1,17,2,1224122,Badriprasad
16991638,2,6767134,2,23,3,8445292,Mahesh
16991638,2,6767134,3,33,4.2,8445368,Jeethu
16991638,2,6767134,4,33,4.4,1224122,Badriprasad
16991638,2,6767134,5,33,4.5,8445342,Guruprasad Ramachandrachar
16991638,2,6767134,6,69,7,10117071,Anantha
16991700,1,6767130,1,8,1,8578931,Srihari
16991700,1,6767130,1,10,2,10047098,Aditya Hatwar
16991700,1,6767130,1,10,2,29631844,Sridhar Dixit
16991700,1,6767130,2,15,3,809163,Pranav PK
16991700,1,6767130,3,23,4.4,8444550,Bharadwaj Srivatsa
16991700,2,1597084,1,1,0.2,8453971,Srikanth Krishnamurthy
16991700,2,1597084,1,5,1,3542117,Amith P
16991700,2,1597084,1,18,2,19048034,Balaji
16991723,1,3881115,1,14,1,8450899,Sandeep
16991723,1,3881115,1,18,2,10052159,Praveena
16991723,1,3881115,1,18,2,8670699,Ajith P
16991723,1,3881115,1,37,4,10052031,Yashu
16991723,1,3881115,2,49,4.4,4416809,BHARATH G S AGASTHYA
16991723,1,3881115,3,51,5.3,29632164,Raghunandan
16991723,2,6767134,1,3,1,10117071,Anantha
16991723,2,6767134,2,9,2,8445420,Madhusudhan K S
16991723,2,6767134,2,9,2,1224122,Badriprasad
16991723,2,6767134,2,27,4,8445292,Mahesh
16991757,1,6767128,1,8,1,10075428,Prabhav  Krishna
16991757,1,6767128,1,18,2,8846097,Vishnunandan
16991757,1,6767128,1,18,2,8556544,Sudhindhra
16991757,1,6767128,1,33,4,8556484,Srinidhi NS
16991757,2,6733389,1,5,1,24597937,Pradhdhyumna Kashyap HP
16991757,2,6733389,1,8,2,8445462,Prasad K S
16991757,2,6733389,1,8,2,8469156,Sridhar
16991757,2,6733389,1,38,4.5,29631807,Krishnamoorthy
16991757,2,6733389,2,42,6.5,8445318,K S AKSHAY KAUSHIK
16991791,1,6767132,1,1,1,29631917,Hrishikesha
16991791,1,6767132,1,6,2,4048300,Vadiraj
16991791,1,6767132,1,6,2,10339400,Aprameya Guruprasad
16991791,1,6767132,2,6,2.2,4143096,Aniruddha Dv
16991791,1,6767132,3,36,5.3,8445343,Anantha Madhava
16991791,1,6767132,4,38,6.1,4048334,Ravi Aniruddha
16991791,2,1597084,1,7,1,3542117,Amith P
16991791,2,1597084,1,21,2,10046726,Shrivatsa Hatwar
16991791,2,1597084,2,32,3.2,8129644,Pavan Kashyap
16991823,1,6767128,1,11,1,10075428,Prabhav  Krishna
16991823,1,6767128,1,20,2,8846097,Vishnunandan
16991823,1,6767128,1,20,2,8556544,Sudhindhra
16991823,1,6767128,1,26,2.5,8556484,Srinidhi NS
16991823,2,3881115,1,5,1,8450899,Sandeep
16991823,2,3881115,1,13,2,29578223,Ajith P
16991823,2,3881115,1,13,2,10052159,Praveena
16991823,2,3881115,2,18,3.2,8444682,Pavan Gautham
16991823,2,3881115,3,24,4.3,4416809,BHARATH G S AGASTHYA
16991869,1,6767130,1,13,3,809163,Pranav PK
16991869,1,6767130,2,13,3.2,10047098,Aditya Hatwar
16991869,1,6767130,3,20,4.3,7662592,Vittala
16991869,1,6767130,4,32,5.2,8452770,Ashrith Kashyap
16991869,1,6767130,5,45,6.2,8444550,Bharadwaj Srivatsa
16991869,1,6767130,6,45,6.2,8578931,Srihari
16991869,2,6733389,1,28,1,24597937,Pradhdhyumna Kashyap HP
16991869,2,6733389,1,32,2,8445462,Prasad K S
16991869,2,6733389,1,32,2,8469156,Sridhar
16991898,1,6767128,1,10,1,10075428,Prabhav  Krishna
16991898,1,6767128,1,20,2,8556544,Sudhindhra
16991898,1,6767128,1,20,2,8846097,Vishnunandan
16991898,1,6767128,2,27,3,8556484,Srinidhi NS
16991898,1,6767128,3,27,3.1,5922441,Prasanna
16991898,1,6767128,4,71,5.5,8445414,Tej
16991898,1,6767128,5,84,6.2,8846097,Vishnunandan
16991898,2,6767132,1,2,1,29631917,Hrishikesha
16991898,2,6767132,1,8,2,4048300,Vadiraj
16991898,2,6767132,1,8,2,10339400,Aprameya Guruprasad
16991898,2,6767132,1,9,2.1,8445343,Anantha Madhava
16991898,2,6767132,2,19,3.2,10339400,Aprameya Guruprasad
16991898,2,6767132,3,20,4.1,4048334,Ravi Aniruddha
16991898,2,6767132,4,31,5.4,4143096,Aniruddha Dv
16991898,2,6767132,5,33,6,8444668,Srisha Badarayana H S
17092539,1,6767130,1,4,1,7662592,Vittala
17092539,1,6767130,1,4,1,29631844,Sridhar Dixit
17092539,1,6767130,2,57,4.4,8444550,Bharadwaj Srivatsa
17092539,1,6767130,3,81,6,8452770,Ashrith Kashyap
17092539,2,3881115,1,4,1,10052159,Praveena
17092539,2,3881115,1,4,1,8450899,Sandeep
17092539,2,3881115,1,4,1.1,8444682,Pavan Gautham
17092539,2,3881115,2,45,3.4,4416809,BHARATH G S AGASTHYA
17092539,2,3881115,3,54,5,29632164,Raghunandan
17092546,1,6767132,1,0,0.2,10339400,Aprameya Guruprasad
17092546,1,6767132,1,0,1,29631917,Hrishikesha
17092546,1,6767132,2,0,1.1,8445343,Anantha Madhava
17092546,1,6767132,3,0,1.4,8444668,Srisha Badarayana H S
17092546,1,6767132,4,24,3.1,4048334,Ravi Aniruddha
17092546,1,6767132,5,50,6.1,4143096,Aniruddha Dv
17092546,1,6767132,6,50,7,4048300,Vadiraj
17092546,2,6733389,1,21,1,24597937,Pradhdhyumna Kashyap HP
17092546,2,6733389,1,27,2,8445462,Prasad K S
17092546,2,6733389,1,40,2.3,8469156,Sridhar
17092546,2,6733389,2,47,3,8444531,Shreenidhi Prakash
17092557,1,1597084,1,19,1,3542117,Amith P
17092557,1,1597084,2,25,2,10046726,Shrivatsa Hatwar
17092557,1,1597084,3,40,3.4,10031492,Mady
17092557,1,1597084,4,52,5.1,8453971,Srikanth Krishnamurthy
17092557,1,1597084,5,64,5.5,8129644,Pavan Kashyap
17092557,1,1597084,6,64,6,15348376,Pavan DP
17092557,2,6767134,1,2,1,10052264,Srikrishna
17092557,2,6767134,1,12,2,8445420,Madhusudhan K S
17092557,2,6767134,1,12,2,1224122,Badriprasad
17092557,2,6767134,1,29,4,8445292,Mahesh
17092557,2,6767134,2,29,4.1,8445368,Jeethu
17092557,2,6767134,3,30,5.3,1224122,Badriprasad
17092557,2,6767134,4,30,6,8445292,Mahesh
17092557,2,6767134,5,33,6.5,8445342,Guruprasad Ramachandrachar
17092557,2,6767134,6,33,7,8445499,Paneendra Gautham
17092570,1,6767132,1,2,0.4,4143096,Aniruddha Dv
17092570,1,6767132,1,10,2,8444668,Srisha Badarayana H S
17092570,1,6767132,1,10,2,4048300,Vadiraj
17092570,1,6767132,2,10,2.3,8445343,Anantha Madhava
17092570,1,6767132,3,10,3.1,8444668,Srisha Badarayana H S
17092570,1,6767132,4,22,4.4,10339400,Aprameya Guruprasad
17092570,1,6767132,5,22,4.4,4048300,Vadiraj
17092570,1,6767132,6,29,6.3,4048334,Ravi Aniruddha
17092570,2,3881115,1,7,1,8450899,Sandeep
17092570,2,3881115,1,17,2,10052159,Praveena
17092570,2,3881115,1,17,2,8670699,Ajith P
17092587,1,6767134,1,15,1,8445420,Madhusudhan K S
17092587,1,6767134,1,15,1,8445342,Guruprasad Ramachandrachar
17092587,1,6767134,1,30,2.3,8445368,Jeethu
17092587,1,6767134,2,40,4,8445292,Mahesh
17092587,1,6767134,3,72,5.5,1224122,Badriprasad
17092587,1,6767134,4,75,6,8445499,Paneendra Gautham
17092587,2,6767130,1,1,1,29631844,Sridhar Dixit
17092587,2,6767130,2,3,1.3,8444550,Bharadwaj Srivatsa
17092587,2,6767130,2,3,1.3,7662592,Vittala
17092587,2,6767130,3,37,3,8452770,Ashrith Kashyap
17092587,2,6767130,4,47,3.3,809163,Pranav PK
17092587,2,6767130,5,47,4,10047098,Aditya Hatwar
17092597,1,6733389,1,10,1,24597937,Pradhdhyumna Kashyap HP
17092597,1,6733389,2,13,2,8445462,Prasad K S
17092597,1,6733389,2,13,2,8469156,Sridhar
17092597,1,6733389,3,41,3.5,8445318,K S AKSHAY KAUSHIK
17092597,1,6733389,4,42,4.2,8444531,Shreenidhi Prakash
17092597,1,6733389,5,42,4.3,8469156,Sridhar
17092597,2,1597084,1,17,1,3542117,Amith P
17092597,2,1597084,1,28,2,19048034,Balaji
17092597,2,1597084,1,52,3.2,10031492,Mady
17092604,1,6767132,1,6,1,4048300,Vadiraj
17092604,1,6767132,1,9,1.5,8444668,Srisha Badarayana H S
17092604,1,6767132,2,35,3.2,4048334,Ravi Aniruddha
17092604,1,6767132,3,36,3.4,8445343,Anantha Madhava
17092604,2,6767130,1,6,1,10047098,Aditya Hatwar
17092604,2,6767130,1,6,1,29631844,Sridhar Dixit
17092604,2,6767130,1,53,4,8452770,Ashrith Kashyap
17092604,2,6767130,2,61,4.5,8444550,Bharadwaj Srivatsa
17092610,1,1597084,1,13,1,3542117,Amith P
17092610,1,1597084,1,21,1.4,8129644,Pavan Kashyap
17092610,1,1597084,2,39,3.2,10031492,Mady
17092610,2,3881115,1,1,1,8450899,Sandeep
17092610,2,3881115,1,1,1,8670699,Ajith P
17092610,2,3881115,1,1,1.1,8444682,Pavan Gautham
17092610,2,3881115,2,3,2.1,29632164,Raghunandan
17092610,2,3881115,3,3,2.2,8670699,Ajith P
17092610,2,3881115,4,3,2.3,10052031,Yashu
17092610,2,3881115,5,8,4,4416809,BHARATH G S AGASTHYA
17092610,2,3881115,6,10,4.3,10052159,Praveena
17092622,1,6767132,1,1,1,29631917,Hrishikesha
17092622,1,6767132,1,3,2,4048300,Vadiraj
17092622,1,6767132,2,17,3,8444668,Srisha Badarayana H S
17092622,1,6767132,3,39,6.3,4048334,Ravi Aniruddha
17092622,2,6767134,1,3,1,10052264,Srikrishna
17092622,2,6767134,1,14,2,8445420,Madhusudhan K S
17092622,2,6767134,1,14,2,1224122,Badriprasad
17092631,1,3881115,1,8,1,8450899,Sandeep
17092631,1,3881115,2,19,2,8444682,Pavan Gautham
17092631,1,3881115,2,62,4.3,29578223,Ajith P
17092631,2,6733389,1,15,1,24597937,Pradhdhyumna Kashyap HP
17092631,2,6733389,1,15,1,8469156,Sridhar
17092642,1,6767128,1,4,1,8846097,Vishnunandan
17092642,1,6767128,1,4,1,10075428,Prabhav  Krishna
17092642,1,6767128,1,19,2.3,8556484,Srinidhi NS
17092642,1,6767128,2,55,4.5,8445414,Tej
17092642,2,1597084,1,6,1,3542117,Amith P
17092642,2,1597084,2,34,3.5,15348376,Pavan DP
17092642,2,1597084,2,34,4.1,8453971,Srikanth Krishnamurthy
17092655,1,6733389,1,22,1,24597937,Pradhdhyumna Kashyap HP
17092655,1,6733389,1,30,2,8445462,Prasad K S
17092655,1,6733389,1,30,2,8469156,Sridhar
17092655,1,6733389,2,43,2.5,8444531,Shreenidhi Prakash
17092655,1,6733389,3,76,5.1,29631807,Krishnamoorthy
17092655,2,6767134,1,2,1,10052264,Srikrishna
17092655,2,6767134,1,24,2,8445420,Madhusudhan K S
17092655,2,6767134,1,24,2,1224122,Badriprasad
17092655,2,6767134,2,24,2.1,8445292,Mahesh
17092655,2,6767134,3,50,3.4,8445499,Paneendra Gautham
17092655,2,6767134,4,57,4.2,1224122,Badriprasad
17092655,2,6767134,5,58,4.4,8445342,Guruprasad Ramachandrachar
17092655,2,6767134,6,85,6.3,8445368,Jeethu
17092657,1,6767130,1,0,1,29631844,Sridhar Dixit
17092657,1,6767130,1,0,1,7662592,Vittala
17092657,1,6767130,2,71,5.5,8452770,Ashrith Kashyap
17092657,1,6767130,3,73,6,809163,Pranav PK
17092657,2,6767128,1,14,1,8556544,Sudhindhra
17092657,2,6767128,1,14,1,8846097,Vishnunandan
17092657,2,6767128,1,20,2,8445414,Tej
17092657,2,6767128,1,43,3.5,5922441,Prasanna
17092657,2,6767128,2,44,4,8846097,Vishnunandan
17151344,1,6767128,1,5,1,10075428,Prabhav  Krishna
17151344,1,6767128,2,13,2,8556544,Sudhindhra
17151344,1,6767128,2,13,2,8846097,Vishnunandan
17151344,1,6767128,3,61,5,8445414,Tej
17151344,2,1597084,1,19,1,3542117,Amith P
17151344,2,1597084,1,22,2,19048034,Balaji
17151344,2,1597084,2,28,3.1,10031492,Mady
17151344,2,1597084,2,39,4,8453971,Srikanth Krishnamurthy
17151344,2,1597084,3,40,4.1,15348376,Pavan DP
17151344,2,1597084,4,40,4.2,8453971,Srikanth Krishnamurthy
17151344,2,1597084,5,79,7,8129644,Pavan Kashyap
17151377,1,6767134,1,4,1,10052264,Srikrishna
17151377,1,6767134,1,18,2,8445420,Madhusudhan K S
17151377,1,6767134,1,18,2,1224122,Badriprasad
17151377,1,6767134,2,31,3.3,8445499,Paneendra Gautham
17151377,1,6767134,3,31,3.4,8445368,Jeethu
17151377,1,6767134,4,60,6.1,8445292,Mahesh
17151377,2,6733389,1,20,1,24597937,Pradhdhyumna Kashyap HP
17151377,2,6733389,1,23,2,8469156,Sridhar
17151377,2,6733389,1,23,2,8445462,Prasad K S
17151377,2,6733389,2,66,5.2,8444531,Shreenidhi Prakash
17153784,1,6733389,1,9,1,24597937,Pradhdhyumna Kashyap HP
17153784,1,6733389,2,11,2,8469156,Sridhar
17153784,1,6733389,3,11,2,8445462,Prasad K S
17153784,1,6733389,4,35,3.4,8444531,Shreenidhi Prakash
17153784,1,6733389,5,58,5.5,8445318,K S AKSHAY KAUSHIK
17153784,1,6733389,6,58,6,6508655,Sudharshan
17153784,2,1597084,1,9,1,3542117,Amith P
17153784,2,1597084,1,17,2,19048034,Balaji
17153784,2,1597084,1,24,3,8453971,Srikanth Krishnamurthy
17153784,2,1597084,2,26,3.2,10031492,Mady
17153784,2,1597084,3,27,3.4,8129644,Pavan Kashyap
17153784,2,1597084,4,30,4.3,15348376,Pavan DP
17153784,2,1597084,5,31,4.5,8453971,Srikanth Krishnamurthy
17154937,1,6767128,1,5,1,10075428,Prabhav  Krishna
17154937,1,6767128,2,15,2,8556544,Sudhindhra
17154937,1,6767128,2,15,2,8846097,Vishnunandan
17154937,1,6767128,2,17,3,8445414,Tej
17154937,1,6767128,2,31,5,8556484,Srinidhi NS
17154937,1,6767128,3,47,6.3,5994303,Srikanth T K
17154937,1,6767128,4,49,6.5,8556484,Srinidhi NS
17154937,1,6767128,5,50,7,8445414,Tej
17154937,2,1597084,1,17,1,3542117,Amith P
17154937,2,1597084,1,19,2,19048034,Balaji
17154937,2,1597084,2,20,2.5,8453971,Srikanth Krishnamurthy
